"Days","Dims","Shape","Elements","Feats","Outputs","Misc","Model","Desc","Time Taken","MAE","RMSE","R2","Macro Acc","Bal Acc","Micro Acc","Precision","Recall","F1","A1","A2","A3","A4","A5","A6","A7","A8","A9","A10","E1","E2","E3","E4","E5","E6","E7","E8","E9","E10"
"Experiment 1, SP500,100D",3,"(19475, 11, 845)",19475,"(11, 845)",10,"Full","EasyLSTM","EasyLSTM(Layers: 3, Neurons per Layer: 512, Dropout: 0.25)",653.540699720383,0.3791,0.6934,0.9053,0.5835,0.9309,0.932,0.939,0.9405,0.9397,0.8422,0.9092,0.9265,0.9378,0.9449,0.945,0.9515,0.9596,0.9518,0.9406,0.3703,0.3504,0.3498,0.3577,0.3543,0.3679,0.3667,0.3778,0.4057,0.4907
"Experiment 1, SP500,100D",3,"(19475, 11, 845)",19475,"(11, 845)",10,"Full","EasyLSTM","EasyLSTM(Layers: 3, Neurons per Layer: 512, Dropout: 0.5)",507.266337394714,0.573,0.9298,0.8196,0.4299,0.8895,0.8916,0.9008,0.9076,0.9042,0.7271,0.8534,0.8804,0.9004,0.9137,0.918,0.9231,0.9343,0.9307,0.914,0.5936,0.5302,0.5371,0.5616,0.5392,0.5552,0.5642,0.5717,0.5989,0.6784
"Experiment 1, SP500,100D",3,"(19475, 11, 845)",19475,"(11, 845)",10,"Full","EasyLSTM","EasyLSTM(Layers: 3, Neurons per Layer: 768, Dropout: 0.25)",1199.32961463928,0.3782,0.6772,0.9078,0.5888,0.9316,0.9331,0.9371,0.9449,0.941,0.8419,0.9125,0.9241,0.9414,0.9452,0.9491,0.9518,0.9596,0.9515,0.9392,0.381,0.354,0.3564,0.3585,0.3493,0.3644,0.3593,0.3704,0.4026,0.4866
"Experiment 1, SP500,100D",3,"(19475, 11, 845)",19475,"(11, 845)",10,"Full","EasyLSTM","EasyLSTM(Layers: 3, Neurons per Layer: 768, Dropout: 0.5)",1575.49927020073,0.5104,0.8467,0.8486,0.4753,0.9038,0.9055,0.914,0.9187,0.9164,0.7575,0.8726,0.8973,0.9157,0.9262,0.9283,0.9362,0.9451,0.9388,0.9207,0.5415,0.4508,0.4841,0.4871,0.4824,0.5014,0.4944,0.5136,0.5303,0.6182
"Experiment 1, SP500,100D",3,"(19475, 11, 845)",19475,"(11, 845)",10,"Full","EasyLSTM","EasyLSTM(Layers: 3, Neurons per Layer: 1024, Dropout: 0.25)",2120.80942106247,0.34,0.6257,0.9239,0.6281,0.9416,0.943,0.9456,0.9539,0.9497,0.8726,0.9246,0.9383,0.9526,0.952,0.9539,0.9586,0.9656,0.9568,0.9415,0.3261,0.3033,0.3073,0.3106,0.3082,0.3182,0.3239,0.3409,0.377,0.4843
"Experiment 1, SP500,100D",3,"(19475, 11, 845)",19475,"(11, 845)",10,"Full","EasyLSTM","EasyLSTM(Layers: 3, Neurons per Layer: 1024, Dropout: 0.5)",3046.99926972389,0.4414,0.7946,0.8677,0.5436,0.923,0.9242,0.9319,0.9337,0.9328,0.8079,0.9085,0.9192,0.9326,0.9395,0.9443,0.9457,0.9544,0.9447,0.9334,0.4603,0.387,0.4053,0.4191,0.4114,0.4187,0.4238,0.4405,0.4773,0.5711
"Experiment 1, SP500,100D",3,"(19475, 11, 845)",19475,"(11, 845)",10,"Full","EasyLSTM","EasyLSTM(Layers: 4, Neurons per Layer: 64, Dropout: 0.25)",106.811884880066,0.707,1.0634,0.7631,0.3769,0.858,0.8609,0.8709,0.8861,0.8784,0.6684,0.7684,0.8281,0.8764,0.8905,0.9018,0.9107,0.9235,0.9156,0.8968,0.6694,0.7678,0.7148,0.6602,0.673,0.6901,0.6831,0.6818,0.7234,0.8059
"Experiment 1, SP500,100D",3,"(19475, 11, 845)",19475,"(11, 845)",10,"Full","EasyLSTM","EasyLSTM(Layers: 4, Neurons per Layer: 64, Dropout: 0.5)",105.433090686798,0.7522,1.124,0.7381,0.3693,0.8497,0.8522,0.8661,0.8743,0.8701,0.6617,0.7509,0.8109,0.8627,0.8821,0.8924,0.9079,0.9136,0.9099,0.905,0.6853,0.8162,0.7941,0.738,0.7284,0.7249,0.7189,0.7197,0.7638,0.833
"Experiment 1, SP500,100D",3,"(19475, 11, 845)",19475,"(11, 845)",10,"Full","EasyLSTM","EasyLSTM(Layers: 4, Neurons per Layer: 96, Dropout: 0.25)",148.68238067627,0.629,0.9648,0.8028,0.4058,0.8758,0.8786,0.8863,0.9002,0.8932,0.7132,0.8043,0.8631,0.8892,0.8975,0.9068,0.9224,0.9303,0.9216,0.9099,0.6317,0.6552,0.5857,0.6,0.6236,0.6216,0.5891,0.6118,0.6577,0.7134
"Experiment 1, SP500,100D",3,"(19475, 11, 845)",19475,"(11, 845)",10,"Full","EasyLSTM","EasyLSTM(Layers: 4, Neurons per Layer: 96, Dropout: 0.5)",133.875106573105,0.6852,1.0374,0.7731,0.3837,0.8644,0.8671,0.8775,0.8886,0.883,0.6809,0.7812,0.8412,0.8891,0.8958,0.8936,0.909,0.9217,0.922,0.91,0.656,0.7383,0.6819,0.6294,0.6559,0.6784,0.6825,0.6606,0.7012,0.7675
"Experiment 1, SP500,100D",3,"(19475, 11, 845)",19475,"(11, 845)",10,"Full","EasyLSTM","EasyLSTM(Layers: 4, Neurons per Layer: 128, Dropout: 0.25)",183.532173156738,0.6051,0.9453,0.8119,0.4091,0.8799,0.8821,0.8921,0.9002,0.8961,0.7181,0.8164,0.8676,0.8897,0.9032,0.9096,0.9202,0.9334,0.9297,0.9115,0.607,0.5977,0.5615,0.5823,0.5908,0.59,0.5822,0.6033,0.6333,0.703
"Experiment 1, SP500,100D",3,"(19475, 11, 845)",19475,"(11, 845)",10,"Full","EasyLSTM","EasyLSTM(Layers: 4, Neurons per Layer: 128, Dropout: 0.5)",153.192399501801,0.7027,1.0531,0.7674,0.3837,0.8588,0.8622,0.8693,0.8916,0.8802,0.6737,0.7671,0.8305,0.8734,0.8867,0.8958,0.9132,0.9222,0.9175,0.9079,0.6635,0.7675,0.7278,0.6641,0.6732,0.6918,0.6883,0.6728,0.7091,0.7685
"Experiment 1, SP500,100D",3,"(19475, 11, 845)",19475,"(11, 845)",10,"Full","EasyLSTM","EasyLSTM(Layers: 4, Neurons per Layer: 192, Dropout: 0.25)",580.900661468506,0.5376,0.849,0.8552,0.4496,0.8936,0.8954,0.9053,0.9097,0.9075,0.7451,0.8496,0.8824,0.9005,0.917,0.9209,0.9278,0.9394,0.9328,0.921,0.5334,0.4885,0.5097,0.5132,0.5142,0.5328,0.5209,0.5393,0.5774,0.6462
"Experiment 1, SP500,100D",3,"(19475, 11, 845)",19475,"(11, 845)",10,"Full","EasyLSTM","EasyLSTM(Layers: 4, Neurons per Layer: 192, Dropout: 0.5)",597.755981445313,0.6705,1.0239,0.7782,0.3943,0.8678,0.8707,0.879,0.8952,0.8869,0.693,0.7805,0.8432,0.8911,0.8957,0.8983,0.9142,0.9285,0.9211,0.9126,0.6518,0.7273,0.6552,0.6215,0.6514,0.6741,0.6525,0.6373,0.6892,0.7451
"Experiment 1, SP500,100D",3,"(19475, 11, 845)",19475,"(11, 845)",10,"Full","EasyLSTM","EasyLSTM(Layers: 4, Neurons per Layer: 256, Dropout: 0.25)",383.898811340332,0.4227,0.7136,0.9014,0.5309,0.9178,0.9192,0.9264,0.9308,0.9286,0.806,0.8876,0.9113,0.9284,0.9326,0.9388,0.9455,0.952,0.9426,0.933,0.4039,0.3802,0.3916,0.3967,0.3967,0.4052,0.4102,0.4269,0.4643,0.5517
"Experiment 1, SP500,100D",3,"(19475, 11, 845)",19475,"(11, 845)",10,"Full","EasyLSTM","EasyLSTM(Layers: 4, Neurons per Layer: 256, Dropout: 0.5)",304.610786914825,0.6393,0.9961,0.7907,0.4001,0.8731,0.8759,0.8836,0.8989,0.8911,0.7027,0.7978,0.8604,0.8903,0.899,0.9005,0.9174,0.9261,0.9249,0.9118,0.6293,0.6615,0.6035,0.6036,0.6369,0.6381,0.6095,0.6271,0.6687,0.7147
"Experiment 1, SP500,100D",3,"(19475, 11, 845)",19475,"(11, 845)",10,"Full","EasyLSTM","EasyLSTM(Layers: 4, Neurons per Layer: 384, Dropout: 0.25)",484.847363233566,0.3801,0.6861,0.907,0.5753,0.9284,0.9299,0.9347,0.9416,0.9381,0.8319,0.9076,0.9234,0.9367,0.9443,0.9461,0.9528,0.9568,0.9479,0.9368,0.3626,0.3483,0.3503,0.3586,0.3553,0.3692,0.3599,0.3785,0.4114,0.5068
"Experiment 1, SP500,100D",3,"(19475, 101, 92)",19475,"(101, 92)",10,"Full","EasyLSTM","EasyLSTM(Layers: 1, Neurons per Layer: 64, Dropout: 0.25)",192.938938379288,0.9943,1.4768,0.6,0.3124,0.7963,0.7998,0.8194,0.8284,0.8238,0.6175,0.6839,0.7463,0.7985,0.8199,0.8468,0.8566,0.8713,0.8696,0.8523,0.7338,0.9717,1.0483,1.0243,1.0162,1.0178,0.9852,0.982,1.0385,1.1254
"Experiment 1, SP500,100D",3,"(19475, 101, 92)",19475,"(101, 92)",10,"Full","EasyLSTM","EasyLSTM(Layers: 1, Neurons per Layer: 64, Dropout: 0.5)",276.161098480225,1.0213,1.5195,0.5831,0.3085,0.7921,0.7951,0.8178,0.8213,0.8195,0.6034,0.679,0.7351,0.7872,0.8196,0.8453,0.8615,0.865,0.8665,0.8581,0.7389,0.986,1.0664,1.0545,1.045,1.0373,1.0136,1.0183,1.0867,1.1663
"Experiment 1, SP500,100D",3,"(19475, 101, 92)",19475,"(101, 92)",10,"Full","EasyLSTM","EasyLSTM(Layers: 1, Neurons per Layer: 96, Dropout: 0.25)",215.638105154037,0.9088,1.3519,0.653,0.3282,0.8192,0.822,0.8405,0.8458,0.8431,0.6351,0.7132,0.7842,0.8325,0.8536,0.86,0.873,0.8849,0.8799,0.8754,0.7423,0.9199,0.9174,0.8749,0.8732,0.9039,0.9147,0.927,0.9784,1.0367
"Experiment 1, SP500,100D",3,"(19475, 101, 92)",19475,"(101, 92)",10,"Full","EasyLSTM","EasyLSTM(Layers: 1, Neurons per Layer: 96, Dropout: 0.5)",208.424940109253,0.9437,1.4073,0.6292,0.3134,0.8067,0.8096,0.8301,0.8338,0.8319,0.6219,0.6936,0.7624,0.8117,0.8305,0.8612,0.8745,0.8789,0.8704,0.8622,0.7389,0.9434,0.9724,0.9374,0.9474,0.9464,0.9306,0.9413,0.993,1.0859
"Experiment 1, SP500,100D",3,"(19475, 101, 92)",19475,"(101, 92)",10,"Full","EasyLSTM","EasyLSTM(Layers: 1, Neurons per Layer: 128, Dropout: 0.25)",229.680050373077,0.9063,1.3433,0.6535,0.3153,0.8149,0.8174,0.8385,0.8384,0.8384,0.6233,0.7029,0.7759,0.8207,0.8516,0.8676,0.872,0.8802,0.8822,0.8726,0.75,0.9259,0.9265,0.8882,0.8854,0.8993,0.9047,0.9107,0.9559,1.0163
"Experiment 1, SP500,100D",3,"(19475, 101, 92)",19475,"(101, 92)",10,"Full","EasyLSTM","EasyLSTM(Layers: 1, Neurons per Layer: 128, Dropout: 0.5)",317.435130357742,0.9034,1.347,0.6516,0.3167,0.8173,0.8199,0.8396,0.8418,0.8407,0.6155,0.7097,0.7816,0.8253,0.851,0.8675,0.8794,0.8878,0.8811,0.8743,0.7457,0.927,0.9114,0.8698,0.8705,0.8969,0.904,0.9202,0.9664,1.0223
"Experiment 1, SP500,100D",3,"(19475, 101, 92)",19475,"(101, 92)",10,"Full","EasyLSTM","EasyLSTM(Layers: 1, Neurons per Layer: 192, Dropout: 0.25)",1951.09737277031,0.844,1.2368,0.6897,0.3249,0.8334,0.8362,0.8519,0.859,0.8554,0.6371,0.7412,0.8146,0.8493,0.8704,0.8698,0.8815,0.8965,0.8917,0.8816,0.7913,0.8764,0.8183,0.7756,0.8051,0.8589,0.88,0.8565,0.8504,0.9271
"Experiment 1, SP500,100D",3,"(19475, 101, 92)",19475,"(101, 92)",10,"Full","EasyLSTM","EasyLSTM(Layers: 1, Neurons per Layer: 256, Dropout: 0.25)",280.667639255524,1.2285,1.8067,0.456,0.2832,0.7429,0.7473,0.7735,0.7821,0.7778,0.5763,0.6267,0.679,0.7302,0.7594,0.7887,0.8096,0.8209,0.8213,0.8172,0.7713,1.0798,1.2231,1.2564,1.2881,1.298,1.2849,1.2848,1.3498,1.4484
"Experiment 1, SP500,100D",3,"(19475, 101, 92)",19475,"(101, 92)",10,"Full","EasyLSTM","EasyLSTM(Layers: 1, Neurons per Layer: 256, Dropout: 0.25)",342.896985530853,0.7586,1.1483,0.7466,0.3442,0.8488,0.8512,0.8663,0.8699,0.8681,0.6811,0.7796,0.8323,0.8586,0.873,0.8817,0.8907,0.9001,0.897,0.8935,0.6848,0.7311,0.7125,0.7243,0.7341,0.7442,0.7568,0.798,0.8062,0.8935
"Experiment 1, SP500,100D",3,"(19475, 101, 92)",19475,"(101, 92)",10,"Full","EasyLSTM","EasyLSTM(Layers: 1, Neurons per Layer: 256, Dropout: 0.5)",401.466751337051,1.0857,1.6942,0.5296,0.2555,0.7792,0.7826,0.8064,0.8079,0.8071,0.597,0.6907,0.754,0.7841,0.8064,0.8212,0.8355,0.8389,0.8369,0.8272,0.7985,0.9444,0.9887,1.0349,1.0811,1.1148,1.1303,1.191,1.2483,1.3249
"Experiment 1, SP500,100D",3,"(19475, 101, 92)",19475,"(101, 92)",10,"Full","EasyLSTM","EasyLSTM(Layers: 1, Neurons per Layer: 384, Dropout: 0.25)",1158.32806706429,0.613,0.9424,0.8462,0.4299,0.8864,0.8885,0.8985,0.9045,0.9015,0.7916,0.85,0.8682,0.8899,0.9066,0.9043,0.9177,0.9163,0.9152,0.9047,0.4598,0.5164,0.5452,0.5749,0.5841,0.6413,0.639,0.6849,0.7005,0.7837
"Experiment 1, SP500,100D",3,"(19475, 101, 92)",19475,"(101, 92)",10,"Full","EasyLSTM","EasyLSTM(Layers: 1, Neurons per Layer: 384, Dropout: 0.5)",909.001605987549,0.6565,0.9991,0.8105,0.3861,0.8741,0.8763,0.8882,0.8927,0.8904,0.725,0.8318,0.8608,0.8843,0.8917,0.9016,0.9078,0.9244,0.9124,0.9012,0.6035,0.5664,0.5841,0.6139,0.6481,0.6705,0.6691,0.682,0.7184,0.8091
"Experiment 1, SP500,10D",3,"(19475, 101, 92)",19475,"(101, 92)",10,Full,EasyLSTM,"EasyLSTM(Layers: 1, Neurons per Layer: 512, Dropout: 0.25)",1304.59659409523,0.7067,1.0651,0.755,0.3549,0.8543,0.856,0.874,0.8697,0.8718,0.6563,0.757,0.8299,0.8681,0.8929,0.8967,0.9025,0.9143,0.92,0.9056,0.7075,0.7858,0.7126,0.6464,0.653,0.6661,0.699,0.7031,0.7134,0.7799
"Experiment 1, SP500,10D",3,"(19475, 101, 92)",19475,"(101, 92)",10,Full,EasyLSTM,"EasyLSTM(Layers: 1, Neurons per Layer: 512, Dropout: 0.5)",1021.0472078323364,0.6455,1.0069,0.7984,0.3767,0.8722,0.8743,0.8867,0.8905,0.8886,0.7024,0.8229,0.856,0.8831,0.8952,0.9026,0.9156,0.9263,0.9172,0.9005,0.6357,0.5831,0.6018,0.6135,0.6228,0.6467,0.623,0.6719,0.6917,0.7647
"Experiment 1, SP500,10D",3,"(19475, 101, 92)",19475,"(101, 92)",10,Full,EasyLSTM,"EasyLSTM(Layers: 2, Neurons per Layer: 128, Dropout: 0.25)",310.519978761673,0.7168,1.1001,0.7526,0.3604,0.859,0.8614,0.8741,0.8819,0.8779,0.6748,0.7752,0.843,0.8786,0.8927,0.8937,0.9032,0.914,0.9117,0.9028,0.6893,0.7394,0.6723,0.6664,0.6984,0.7307,0.7161,0.7145,0.7468,0.7937
"Experiment 1, SP500,10D",3,"(19475, 101, 92)",19475,"(101, 92)",10,Full,EasyLSTM,"EasyLSTM(Layers: 2, Neurons per Layer: 128, Dropout: 0.5)",335.89295387268066,0.7291,1.116,0.7447,0.366,0.8562,0.8589,0.8701,0.8827,0.8763,0.6697,0.7696,0.8353,0.8777,0.8894,0.8901,0.9007,0.9146,0.9092,0.9054,0.6895,0.766,0.7061,0.6643,0.7012,0.7443,0.7447,0.733,0.7531,0.7886
"Experiment 1, SP500,10D",3,"(19475, 101, 92)",19475,"(101, 92)",10,Full,EasyLSTM,"EasyLSTM(Layers: 2, Neurons per Layer: 256, Dropout: 0.25)",801.5383305549622,0.5449,0.8884,0.8451,0.4496,0.8944,0.8965,0.9041,0.9135,0.9088,0.7607,0.8569,0.8712,0.9025,0.9161,0.9224,0.9243,0.933,0.9328,0.924,0.5209,0.4968,0.5231,0.5074,0.5253,0.5434,0.5536,0.5642,0.5798,0.6345
"Experiment 1, SP500,10D",3,"(19475, 101, 92)",19475,"(101, 92)",10,Full,EasyLSTM,"EasyLSTM(Layers: 2, Neurons per Layer: 256, Dropout: 0.5)",925.8483119010925,0.5151,0.9137,0.8363,0.4773,0.9067,0.9086,0.9147,0.9243,0.9195,0.7759,0.8671,0.8956,0.9129,0.9242,0.9313,0.938,0.9441,0.9406,0.9371,0.5275,0.4704,0.4848,0.5005,0.4938,0.5058,0.5153,0.5294,0.5355,0.5885
"Experiment 1, SP500,10D",3,"(19475, 101, 92)",19475,"(101, 92)",10,Full,EasyLSTM,"EasyLSTM(Layers: 2, Neurons per Layer: 384, Dropout: 0.25)",1540.1581292152405,0.349,0.6941,0.9055,0.6235,0.9425,0.9435,0.9481,0.952,0.95,0.8561,0.9227,0.9374,0.95,0.954,0.9552,0.9649,0.9695,0.9615,0.9539,0.3562,0.3165,0.3251,0.3265,0.3264,0.3488,0.3358,0.3543,0.3699,0.4306
"Experiment 1, SP500,10D",3,"(19475, 101, 92)",19475,"(101, 92)",10,Full,EasyLSTM,"EasyLSTM(Layers: 2, Neurons per Layer: 384, Dropout: 0.5)",1397.8017103672028,0.4085,0.7397,0.8764,0.5332,0.9264,0.9278,0.9331,0.9395,0.9363,0.7978,0.9054,0.926,0.9305,0.9407,0.9495,0.9517,0.9567,0.9556,0.9501,0.4901,0.3677,0.3784,0.402,0.3795,0.3955,0.4026,0.4067,0.4048,0.458
"Experiment 1, SP500,10D",3,"(19475, 101, 92)",19475,"(101, 92)",10,Full,EasyLSTM,"EasyLSTM(Layers: 2, Neurons per Layer: 448, Dropout: 0.25)",1446.70796585083,0.6346,1.1939,0.7521,0.4356,0.8843,0.8865,0.8957,0.9043,0.9,0.7485,0.8325,0.8672,0.8927,0.8943,0.9141,0.9226,0.9272,0.9244,0.9201,0.5495,0.5736,0.6017,0.6082,0.6244,0.6507,0.6555,0.6573,0.6858,0.7398
"Experiment 1, SP500,10D",3,"(19475, 101, 92)",19475,"(101, 92)",10,Full,EasyLSTM,"EasyLSTM(Layers: 2, Neurons per Layer: 448, Dropout: 0.5)",4423.746465921402,0.4003,0.7297,0.8908,0.5547,0.9283,0.9296,0.936,0.9393,0.9376,0.8216,0.9108,0.9196,0.9419,0.9468,0.9413,0.9494,0.9532,0.9526,0.9463,0.4145,0.339,0.384,0.3794,0.3787,0.4026,0.3997,0.4163,0.4111,0.4783
"Experiment 1, SP500,10D",3,"(19475, 101, 92)",19475,"(101, 92)",10,Full,EasyLSTM,"EasyLSTM(Layers: 2, Neurons per Layer: 512, Dropout: 0.25)",2653.28138589859,0.3069,0.6331,0.9103,0.6465,0.9483,0.9493,0.953,0.9572,0.9551,0.855,0.9351,0.9481,0.9532,0.9611,0.9643,0.9691,0.9754,0.9618,0.9597,0.3786,0.2841,0.2814,0.2869,0.2774,0.2917,0.2889,0.2971,0.3075,0.3756
"Experiment 1, SP500,10D",3,"(19475, 101, 92)",19475,"(101, 92)",10,Full,EasyLSTM,"EasyLSTM(Layers: 2, Neurons per Layer: 512, Dropout: 0.5)",2135.1123464107513,0.4542,0.7828,0.8593,0.4865,0.9154,0.9169,0.924,0.9287,0.9264,0.7686,0.8855,0.9158,0.9154,0.9348,0.9434,0.9457,0.9483,0.9525,0.9439,0.5397,0.4346,0.4259,0.4431,0.4333,0.42,0.4412,0.4484,0.446,0.51
"Experiment 1, SP500,10D",3,"(19475, 101, 92)",19475,"(101, 92)",10,Full,EasyLSTM,"EasyLSTM(Layers: 2, Neurons per Layer: 576, Dropout: 0.25)",2708.5040550231934,0.4101,0.7499,0.8918,0.5726,0.9278,0.9293,0.9336,0.9416,0.9376,0.8429,0.9011,0.916,0.9355,0.9398,0.9444,0.9518,0.9551,0.948,0.9431,0.3781,0.3753,0.3921,0.4,0.3895,0.4081,0.4081,0.4219,0.4369,0.491
"Experiment 1, SP500,10D",3,"(19475, 101, 92)",19475,"(101, 92)",10,Full,EasyLSTM,"EasyLSTM(Layers: 2, Neurons per Layer: 576, Dropout: 0.5)",3349.803817987442,0.7005,1.0609,0.7628,0.3754,0.8597,0.862,0.8748,0.8812,0.878,0.6659,0.769,0.8364,0.8752,0.9003,0.8995,0.9095,0.9162,0.9174,0.9071,0.6828,0.7552,0.707,0.6371,0.6455,0.6639,0.6739,0.6954,0.7375,0.8064
"Experiment 1, SP500,10D",3,"(19475, 101, 92)",19475,"(101, 92)",10,Full,EasyLSTM,"EasyLSTM(Layers: 2, Neurons per Layer: 768, Dropout: 0.25)",4562.805124998093,0.3504,0.6306,0.9036,0.5742,0.9351,0.9362,0.942,0.9449,0.9434,0.8031,0.9107,0.9317,0.9467,0.9509,0.9528,0.9655,0.9685,0.9625,0.9591,0.4606,0.3414,0.3385,0.331,0.3269,0.3237,0.318,0.3269,0.3442,0.393
"Experiment 1, SP500,10D",3,"(19475, 101, 92)",19475,"(101, 92)",10,Full,EasyLSTM,"EasyLSTM(Layers: 2, Neurons per Layer: 768, Dropout: 0.5)",5654.525662183762,0.4128,0.7551,0.8839,0.5586,0.9239,0.9254,0.9316,0.9363,0.9339,0.821,0.9047,0.9131,0.9329,0.9404,0.9372,0.9464,0.9527,0.9461,0.9451,0.4163,0.3721,0.3987,0.4012,0.3972,0.408,0.405,0.4244,0.426,0.4795
"Experiment 1, SP500,10D",3,"(19475, 101, 92)",19475,"(101, 92)",10,Full,EasyLSTM,"EasyLSTM(Layers: 3, Neurons per Layer: 256, Dropout: 0.25)",2115.742164850235,0.368,0.6772,0.9063,0.5769,0.9322,0.9334,0.9384,0.9442,0.9412,0.8323,0.9071,0.9219,0.9404,0.9489,0.949,0.9539,0.9589,0.9588,0.9505,0.3786,0.3344,0.3572,0.3451,0.3515,0.3598,0.365,0.3751,0.3853,0.4282
"Experiment 1, SP500,10D",3,"(19475, 101, 92)",19475,"(101, 92)",10,Full,EasyLSTM,"EasyLSTM(Layers: 3, Neurons per Layer: 256, Dropout: 0.5)",1416.250375509262,0.44,0.7504,0.873,0.4954,0.9184,0.9197,0.927,0.9311,0.929,0.786,0.8847,0.9147,0.9257,0.9337,0.9377,0.946,0.958,0.9517,0.9452,0.5192,0.4206,0.3899,0.4271,0.4435,0.42,0.4088,0.4421,0.4454,0.4832
"Experiment 1, SP500,10D",3,"(19475, 101, 92)",19475,"(101, 92)",10,Full,EasyLSTM,"EasyLSTM(Layers: 3, Neurons per Layer: 384, Dropout: 0.25)",197.35845351219177,1.7988,2.7434,0.0089,0.223,0.5226,0.5732,0.5763,0.9185,0.7081,0.5132,0.5232,0.5153,0.5221,0.5244,0.5199,0.5257,0.5255,0.5288,0.5283,0.7584,1.1153,1.3718,1.6029,1.8016,1.9878,2.1351,2.2755,2.4216,2.518
"Experiment 1, SP500,10D",3,"(19475, 101, 92)",19475,"(101, 92)",10,Full,EasyLSTM,"EasyLSTM(Layers: 3, Neurons per Layer: 384, Dropout: 0.5)",1961.4100377559662,0.3933,0.7031,0.8825,0.5459,0.9302,0.931,0.9393,0.9383,0.9388,0.8092,0.909,0.9282,0.932,0.945,0.9485,0.9569,0.964,0.9584,0.9506,0.4781,0.3711,0.36,0.3911,0.376,0.362,0.3833,0.3916,0.3833,0.4364
"Experiment 1, SP500,10D",3,"(19475, 101, 92)",19475,"(101, 92)",10,Full,EasyLSTM,"EasyLSTM(Layers: 4, Neurons per Layer: 50, Dropout: 0.25)",217.9974250793457,0.7771,1.1605,0.7266,0.3572,0.8429,0.8467,0.8551,0.8788,0.8667,0.6645,0.7403,0.8104,0.8526,0.8743,0.8871,0.8932,0.9014,0.9032,0.9017,0.6876,0.8318,0.8047,0.7442,0.7415,0.7736,0.7893,0.7901,0.8061,0.8022
"Experiment 1, SP500,10D",3,"(19475, 101, 92)",19475,"(101, 92)",10,Full,EasyLSTM,"EasyLSTM(Layers: 4, Neurons per Layer: 50, Dropout: 0.5)",254.2853605747223,0.8703,1.2811,0.6812,0.3368,0.821,0.8264,0.8322,0.8701,0.8506,0.6516,0.7133,0.7772,0.8214,0.8493,0.8642,0.8791,0.8863,0.882,0.8856,0.6954,0.8906,0.9221,0.8892,0.8697,0.8722,0.8707,0.8747,0.9002,0.9179
"Experiment 1, SP500,10D",3,"(19475, 101, 92)",19475,"(101, 92)",10,Full,EasyLSTM,"EasyLSTM(Layers: 4, Neurons per Layer: 100, Dropout: 0.25)",424.55922842025757,0.6881,1.0589,0.7668,0.3748,0.8608,0.8638,0.8729,0.8892,0.8809,0.68,0.7755,0.8375,0.8798,0.8939,0.8898,0.9055,0.9173,0.9167,0.9121,0.6667,0.7291,0.6608,0.6277,0.6684,0.702,0.687,0.6907,0.715,0.7342
"Experiment 1, SP500,10D",3,"(19475, 101, 92)",19475,"(101, 92)",10,Full,EasyLSTM,"EasyLSTM(Layers: 4, Neurons per Layer: 100, Dropout: 0.5)",684.47607588768,0.7487,1.1269,0.7388,0.3623,0.8484,0.8522,0.86,0.8841,0.8717,0.6627,0.7477,0.8196,0.8659,0.8856,0.8877,0.894,0.9052,0.9084,0.9076,0.6813,0.8074,0.772,0.7077,0.7038,0.7514,0.7587,0.7604,0.7718,0.7721
"Experiment 1, SP500,10D",3,"(19475, 101, 92)",19475,"(101, 92)",10,Full,EasyLSTM,"EasyLSTM(Layers: 4, Neurons per Layer: 150, Dropout: 0.25)",2998.3934412002563,0.5659,0.8949,0.8312,0.4313,0.8884,0.8902,0.9004,0.9058,0.9031,0.7219,0.8332,0.8818,0.9,0.9074,0.9199,0.9186,0.9356,0.9347,0.9309,0.595,0.5335,0.5281,0.5621,0.5565,0.5536,0.5601,0.5773,0.5832,0.6092
"Experiment 1, SP500,10D",3,"(19475, 101, 92)",19475,"(101, 92)",10,Full,EasyLSTM,"EasyLSTM(Layers: 4, Neurons per Layer: 150, Dropout: 0.5)",2785.488412618637,0.6949,1.0648,0.7645,0.3826,0.8638,0.8665,0.8764,0.8905,0.8833,0.6836,0.7745,0.8439,0.8873,0.8961,0.8942,0.9067,0.9186,0.9182,0.9152,0.6649,0.7472,0.6751,0.6322,0.6667,0.7182,0.7031,0.6973,0.7165,0.7277
"Experiment 1, SP500,10D",3,"(19475, 101, 92)",19475,"(101, 92)",10,Full,EasyRecNet,"EasyRecNet(Layers: 3, Neurons per Layer: 64, Dropout: 0)",272.56721782684326,0.8888,1.3281,0.6572,0.313,0.8166,0.8197,0.837,0.8451,0.841,0.6253,0.7059,0.7729,0.8257,0.8438,0.8645,0.8765,0.8845,0.8814,0.8852,0.7446,0.9075,0.9004,0.875,0.8792,0.8894,0.8964,0.9067,0.9292,0.9597
"Experiment 1, SP500,10D",3,"(19475, 101, 92)",19475,"(101, 92)",10,Full,EasyRecNet,"EasyRecNet(Layers: 3, Neurons per Layer: 96, Dropout: 0)",737.3510098457336,0.3168,0.4385,0.9613,0.5654,0.9293,0.9306,0.9363,0.941,0.9386,0.8285,0.9002,0.919,0.9372,0.9398,0.9503,0.9531,0.9597,0.9542,0.9514,0.3256,0.2682,0.3047,0.2889,0.3058,0.3013,0.3178,0.3239,0.3572,0.3743
